ags,ags_lat,ags_lon,nettonennleistung_gesamt,anzahl_gesamt
01053078,53.70931893701832,10.69149010287724,181.48999999999998,13
01053079,53.71221492440391,10.522897292177195,600.4300000000001,68
01053080,53.497650683164615,10.72538480517685,153.48,10
01053081,53.66379404563852,10.669560692899925,203.33499999999995,25
01053082,53.39364578717464,10.601786519419782,434.70000000000005,22
01053083,53.37653548610269,10.552458769206353,4974.239000000003,364
01053084,53.586346947838784,10.738248411355341,159.25,24
01053085,53.64613031736077,10.473559650293266,552.1900000000002,70
01053086,53.68952041653723,10.525971435487609,114.24999999999999,13
01053087,53.432103963278536,10.552008572735804,1097.2449999999992,57
01053088,53.71660425008352,10.804845032494745,105.49000000000001,7
01053089,53.56126097628527,10.463308025032623,169.91500000000002,21
01053090,53.61820932265781,10.699867497967649,4600.791000000006,515
01053091,53.595142145305665,10.49188541419989,64.64,11
01053092,53.49677057670626,10.544388138486301,1029.5450000000003,99
01053093,53.685165224017055,10.88093416730407,397.344,47
01053094,53.70498368361064,10.622520082940657,298.222,17
01053095,53.586465574776746,10.602044502216803,348.1300000000002,44
01053096,53.66014614222491,10.586256629661985,401.49000000000007,50
01053097,53.6470219880569,10.624806840085764,1256.62,40
01053098,53.74067279846285,10.717183427151236,371.86800000000005,43
01053099,53.63694667405265,10.572644864572421,135.315,17
01053100,53.71337443303155,10.762248933522919,4303.748000000001,496
01053101,53.66780407405702,10.556896913423168,252.69,28
01053102,53.72978485903625,10.773006269120716,43.05,4
01053103,53.75363248061027,10.619703657892078,439.0290000000002,39
01053104,53.535231537302806,10.615289074850251,644.8349999999999,51
01053106,53.52299824474584,10.536231832022594,353.0350000000001,33
01053107,53.6526401834506,10.863014334775988,529.961,45
01053108,53.691444146836545,10.495648608050725,1312.9809999999995,132
01053109,53.70455551651849,10.459978302146386,497.3100000000001,55
01053110,53.660426615082685,10.768816245133882,520.5950000000001,32
01053111,53.39200124480388,10.484649909967747,285.68999999999994,44
01053112,53.67701894240671,10.432862794451582,1455.9300000000003,110
01053113,53.58923036657881,10.541510634677348,648.3100000000001,42
01053114,53.75793337682591,10.476375124858635,64.85000000000001,7
01053115,53.47508988562271,10.54957960354299,435.07399999999996,42
01053116,53.50064389235802,10.477531496379637,5172.758000000024,640
01053117,53.6081295076916,10.882502111920042,483.64000000000004,38
01053118,53.749318268288384,10.525673163793734,206.269,44
01053119,53.51137552310404,10.614741282554528,92.50999999999999,11
01053120,53.732060559246015,10.597892049328072,159.34,17
01053121,53.66321182389668,10.505443011613101,226.35,21
01053122,53.7277932916123,10.488628652353338,190.89499999999995,34
01053123,53.6276560875185,10.81547999542185,520.9650000000001,56
01053124,53.73441533809621,10.432266301547944,264.505,26
01053125,53.57194312646477,10.571589709528517,280.46999999999997,43
01053126,53.5623640205897,10.609827084740624,359.67,32
01053127,53.629758691968874,10.571258708472879,216.76200000000003,24
01053128,53.45327569612307,10.542067379630163,27.759999999999998,4
01053129,53.495564950553465,10.257806346276634,2579.2319999999977,338
01053130,53.674936646439456,10.472585027693347,440.2440000000001,51
01053131,53.44060851287509,10.449177622596608,586.3000000000001,21
01053132,53.457306660119265,10.600513427879381,334.27500000000003,53
01053133,53.51288849515193,10.289856810373122,758.7289999999999,118
01053134,53.57474090378271,10.650747096080378,491.7,21
01053135,53.47029630910508,10.408352023538374,292.995,13
01053136,53.69356981887223,10.833281770158168,1015.8200000000003,122
01054001,54.79421346393463,9.052047438377157,10737.555,202
01054002,54.56181035525421,9.075617851065171,1275.8849999999998,78
01054003,54.531080993319975,9.214569808133382,2527.568,87
01054004,54.531930552093954,9.272297611028225,3009.11,42
01054005,54.71520572576539,8.499269996579834,1825.015,54
01054006,54.57945034350268,9.013157402708783,1008.6900000000004,86
01054007,54.543163068097954,9.076500067150192,1083.4,54
01054009,54.89061879155323,8.804068391607869,922.495,50
01054010,54.70623109198906,8.964344295452996,1327.415,81
01054011,54.56370458733185,9.229178275551744,2578.8250000000003,103
01054012,54.58111439914267,9.06032272118567,5640.9000000000015,116
01054013,54.55507365412508,9.28104000601795,673.565,25
01054014,54.64905977233013,8.948941970493609,9809.203000000005,371
01054015,54.70765637854435,8.459567799721444,763.0250000000002,23
01054016,54.8201185512507,8.842670537746795,14035.88,39
01054017,54.83838166932169,8.902267908615213,7987.380000000002,112
01054018,54.84915815460546,9.0901063054948,645.8399999999999,32
01054019,54.62196734914008,8.967007838627199,10112.517000000005,439
01054020,54.60747522495781,8.993559866745812,3077.2399999999993,212
01054022,54.712265249086,8.778338594060397,4976.295000000002,167
01054023,54.35185335098269,9.145595345264924,1502.4230000000002,79
01054024,54.608286387761886,9.068674419114515,3726.721,200
01054025,54.734101231371895,8.421869415296355,363.34000000000003,6
01054026,54.51037250437892,8.879083675860057,1095.3200000000002,31
01054027,54.89309508084059,8.93894859043965,2510.15,17
01054032,54.392982103918314,9.247354773613248,108.56,11
01054033,54.376666955941644,9.092357941350917,1199.615999999999,110
01054034,54.85688458399922,8.62875492608811,5612.545,59
01054035,54.32645172853311,8.777869188369433,1588.46,60
01054036,54.33143399909501,8.781771472061713,1921.6629999999998,156
01054037,54.68118915853666,9.148850861693148,1196.5849999999996,63
01054038,54.67871535339131,9.097174676148196,1311.8000000000002,60
01054040,54.29869207892913,8.752078187578544,700.9,8
01054041,54.59859924338719,9.18090788365172,4436.770000000001,127
01054042,54.52157632254041,9.029792750553568,22446.224999999995,250
01054043,54.54537264483664,8.971928600493522,758.0050000000002,54
01054045,54.64981411216152,9.065357146930863,3126.975000000001,67
01054046,54.76945649683657,8.288104485009764,27.6,8
01054048,54.832112849441764,8.835001279793167,284.40000000000003,12
01054050,54.56867440123818,8.543379061417825,77.3,7
01054052,54.517729244606976,9.072601512337965,5582.050000000001,117
01054054,54.39038063495321,9.221671771446802,136.86999999999998,13
01054055,54.86753480000486,8.853503504903262,22383.596999999994,124
01054056,54.48853310820692,9.049484431926148,15628.202000000027,1035
01054057,54.537794918900346,9.166627432657036,1936.8399999999995,82
01054059,54.64821324488913,9.1358866771069,1679.1199999999994,100
01054061,54.964232950332146,8.346324988110535,111.78,4
01054062,54.819798279158135,8.98625193556622,575.1200000000001,21
01054063,54.33487545114846,8.835229152857282,345.03000000000003,22
01054065,54.86431173401751,8.668728053892778,7187.475000000001,99
01054068,54.801076565534714,8.894383765774672,10767.914000000002,128
01054070,54.39285473649595,9.075249369764764,1559.275,100
01054071,54.62588897883592,9.123443630835277,303.18000000000006,15
01054072,54.335031622473835,8.895743920972834,178.95,18
01054073,54.84249864571059,9.040821471964405,3446.5080000000003,185
01054074,54.6413028099171,8.601551699551045,51.89,5
01054075,54.6855115708824,8.915441197997053,10104.029999999999,445
01054076,54.76730738618331,8.964704209956693,9142.64400000002,582
01054077,54.83426056944925,8.945667149629898,202.8,11
01054078,55.02323229656625,8.399753716279573,171.41000000000005,21
01054079,54.63173671309643,9.1839011672182,3243.7599999999984,177
01054080,54.68218379459856,9.045770209555739,1689.4650000000001,75
01054083,54.732880067158334,8.521340597884663,262.90999999999997,23
01054084,54.46795729832826,9.109196510040555,3592.694999999998,338
01054085,54.650711155552656,8.339281202760384,220.75400000000002,18
01054086,54.861621148098195,8.752264496244946,5489.050000000001,146
01054087,54.691456406787275,8.490325764511473,825.4100000000001,25
01054088,54.803449750275504,8.803745829256629,16247.380000000021,773
01054089,54.68141397450154,8.326072145158072,188.82500000000002,21
01054090,54.402674032540794,8.897653558877119,173.475,6
01054091,54.499059841352555,8.878966185301467,5325.004000000005,219
01054092,54.59504746416714,9.126057775401579,2719.4809999999993,76
01054093,54.67209895695022,8.815966666819252,1170.205,48
01054094,54.73153004803928,8.551361948068076,993.7000000000003,39
01054095,54.36517989172711,8.939985288541884,3098.0539999999987,133
01054096,54.441224117958974,9.169076523493136,1538.01,81
01054097,54.533004665683954,9.1166851212311,1057.82,69
01054098,54.73450472315656,8.462603589250925,1769.1629999999998,30
01054099,54.45264621533963,9.264580096922293,2033.0459999999987,151
01054100,54.39032859516965,8.759995617862035,1360.645,34
01054101,54.51194935958123,9.250580310800402,15794.573000000004,80
01054103,54.521597838810514,8.64947983249024,4547.954999999996,181
01054104,54.36319053228353,8.748069322926014,1030.8880000000001,32
01054105,54.40394755233049,9.16851634713262,653.46,45
01054106,54.45703521179768,9.143123034646246,2924.079999999997,200
01054108,54.59975123988515,8.903610519383857,8318.890000000001,122
01054109,54.75545569740096,8.855808975053534,11205.578000000012,431
01054110,54.89208419309333,8.679975899913924,1902.4359999999997,72
01054113,54.30983893334689,8.647881759567964,3001.8409999999985,229
01054116,54.404358902872296,9.19803782139145,1113.875,80
01054118,54.498041660699286,9.131739283056005,1636.0349999999999,127
01054119,54.374992287615825,9.167674504381191,1129.1200000000001,64
01054120,54.44588359284085,8.988922860692533,1390.61,81
01054121,54.634444449067104,9.00738454484919,1477.4050000000004,45
01054123,54.599467081258545,9.232977900113458,1807.6599999999994,62
01054124,54.768222280286686,9.065210700627382,6949.389000000001,58
01054125,54.740835909388146,9.043071687649652,7083.256000000005,153
01054126,54.734403933381294,8.89313898288882,2870.5599999999995,115
01054128,54.579904051350745,8.985973337645577,2862.578,146
01054129,54.7203173809937,8.438613412089444,135.228,10
01054130,54.38050393204864,9.245761296547435,57.5,1
01054131,54.874373121068004,8.911502011097728,9406.986000000004,277
01054132,54.43967004604182,9.07374498800563,198.04,14
01054134,54.32303255271587,8.707884720420795,10079.164999999995,89
01054135,54.37501573925743,8.83677848896683,1008.4950000000001,66
01054136,54.80966749460172,8.937504290510615,608.29,31
01054138,54.30352259124881,8.886885062698507,4639.088000000012,286
01054140,54.34774742655269,8.68110208095216,275.50000000000006,11
01054141,54.41371001162625,8.938973095163046,654.91,37
01054142,54.84406393043109,8.831385823460575,4238.782999999999,50
01054143,54.71253086839185,8.41280450584262,843.6500000000001,32
01054144,54.56587052461256,9.154489471795081,11522.029000000006,330
01054145,54.290545129160385,8.794921918877579,975.0899999999999,27
01054146,54.62813493397868,9.043771110328459,455.9630000000001,27
01054148,54.30600585765914,8.803514778724734,1122.99,29
01054149,54.93633881885898,8.336575034592622,395.81500000000005,30
01054150,54.38426703779699,8.68796575511821,273.09,13
01054152,54.499038627543754,9.219603709199399,2508.7389999999987,142
01054154,54.86650434105456,8.990497088492543,1848.335,57
01054156,54.430629499345365,9.23038342267492,922.4000000000002,68
01054157,54.41397076160522,9.156481658391817,93.3,12
01054158,54.69831440867114,8.437545770192667,311.20000000000005,2
01054159,54.47773644084553,9.2347687356604,1327.58,71
01054160,54.62208336494702,8.369177663486722,107.97999999999999,21
01054161,54.40705507896639,9.007713064339084,1195.497,80
01054162,54.52689921172259,8.997892561745534,586.5950000000001,49
01054163,54.70913465537551,8.550306704604072,463.6000000000003,52
01054164,54.699234369922806,8.564198573320612,2492.6969999999988,210
01054165,54.769342193878266,8.751529874108837,2516.565,75
01054166,54.8238028115425,8.695808528895794,8879.076,116
01054167,54.72082947163419,9.003510308738232,14299.856000000005,170
01054168,54.87855363569404,8.355528304776442,3264.2889999999984,242
01055001,54.00236821691173,10.567217615465783,5969.780000000007,516
01055002,54.1406634120643,10.783445497155206,1504.4399999999994,88
01055004,53.92566665413042,10.686147703833283,3917.3279999999922,546
01055006,54.19155820071158,10.879315170658161,261.585,32
01055007,54.093826887740555,10.510213935500502,3175.4729999999963,264
01055010,54.22076373792315,11.073391103827532,858.0000000000003,94
01055011,54.250725148627396,10.904496999939626,428.93,54
01055012,54.14773920918693,10.617493288375764,5707.881000000017,674
01055014,54.27726424055318,10.965100781415577,857.2300000000002,92
01055015,54.33559937848279,10.923837592812522,3443.103,172
01055016,54.17669196326342,10.969410235547738,8333.242000000002,319
01055017,54.36821581790811,11.069984382311265,19558.823999999993,196
01055018,54.24292414105973,11.042834041677864,1086.5800000000002,87
01055020,54.22949807660632,10.822802621612992,796.1700000000001,57
01055021,54.36737542555501,10.971041112240037,4839.009000000012,438
01055022,54.28539650712381,11.025954869052839,1554.3199999999988,103
01055023,54.22337163195646,10.92735804780125,227.93999999999997,30
01055024,54.16509432262958,10.70580813993884,2342.599,95
01055025,54.19684656429864,11.05242319806123,843.757,80
01055027,54.221951796958336,10.866160106053757,3056.059999999998,311
01055028,54.1881347116778,10.573584444667583,3465.4949999999953,504
01055029,54.18956832300285,10.917564977301781,183.80999999999997,19
01055031,54.324294588075716,11.033496957388301,1086.3660000000004,95
01055032,54.10393810272911,10.835130723866813,33869.23199999996,564
01055033,54.29855623921406,10.869246532799673,4719.957000000002,453
01055035,53.96258546240848,10.747625294144715,5002.610999999996,723
01055036,54.234985999822065,10.970548953147778,1562.5990000000002,70
01055037,54.14116341478133,10.875346761205927,1848.5099999999982,158
01055038,54.19797118172568,10.766872418510628,1755.4479999999992,140
01055039,54.0826085140817,10.757705085142083,2242.3449999999993,78
01055040,53.93064560712956,10.617357632612983,5375.031999999998,760
01055041,54.09233489861246,10.66876614524642,4814.762999999996,419
01055042,53.98268281565683,10.78109143483927,1738.2939999999992,230
01055043,54.27037541188377,10.772054768168514,1913.3849999999989,164
01055044,54.02534391555452,10.688021126660608,4152.4429999999975,531
01055046,54.465569563205435,11.149430934351336,35880.71999999991,1593
01056001,53.65210429941869,9.736556393661731,1727.6329999999982,205
01056002,53.79846550647291,9.773405576906178,2582.149999999997,401
01056003,53.75382637332975,9.768135157168613,571.91,39
01056004,53.76754005090051,9.881194613201279,317.80000000000007,34
01056005,53.67134212132237,9.910646292720312,1973.1199999999967,237
01056006,53.8698900740233,9.744920917271918,1135.205,85
01056008,53.78185434127428,9.716654014741122,985.9259999999999,98
01056009,53.70310277122414,9.823151341299768,2002.6849999999986,157
01056010,53.84370169125514,9.712637325818807,2389.2139999999986,153
01056011,53.76790805740968,9.74565656024523,386.4300000000001,26
01056013,53.657822039734064,9.880752642740743,1846.4599999999987,235
01056014,53.729026125261974,9.78114043115321,954.5650000000002,105
01056015,53.751345711597416,9.665142168320033,9578.71600000005,1117
01056016,53.70027397182179,9.633629801121039,423.3700000000002,49
01056017,53.81427386974761,9.726329588329866,1207.6059999999998,24
01056018,53.625197662594815,9.838661154604726,4099.306999999997,594
01056019,53.65751606017753,9.579732890783337,1345.1449999999998,88
01056020,53.63647376404688,9.611230125658702,959.0960000000001,108
01056021,53.69799482185695,9.921792240266056,1195.2089999999994,193
01056022,53.78685483181216,9.810690092490317,604.7500000000002,56
01056023,53.70686752774453,9.676358555749207,1400.465999999998,206
01056024,53.64824614799356,9.67312081328993,1171.2109999999993,142
01056025,54.18248193933452,7.895552154353281,207.975,18
01056026,53.758920653201024,9.8310985617673,1980.2439999999992,132
01056027,53.61278455415349,9.614694473299775,619.665,109
01056028,53.62394455742428,9.696320414707714,1742.0189999999993,166
01056029,53.722203891778804,9.67401519011574,1286.5989999999993,201
01056030,53.80237860062907,9.681667831574922,2757.3969999999977,256
01056031,53.75797859753257,9.709459903643078,1451.8570000000004,222
01056032,53.70075480143551,9.790243859649001,2257.1869999999976,126
01056033,53.71976970979022,9.60911596540454,996.375,83
01056034,53.801601373023345,9.857799817297384,215.281,34
01056035,53.83303264371519,9.789140754547237,1207.6399999999999,71
01056036,53.668735131500966,9.652348624522096,1929.0199999999966,265
01056037,53.68498093301761,9.602260126530696,1408.139999999999,61
01056038,53.87717630107102,9.699172738505554,1448.9949999999997,35
01056039,53.648423008840574,9.791520692379862,8561.415000000065,1057
01056040,53.68028003860335,9.762445357214366,2452.3729999999987,133
01056041,53.73419799602879,9.905334526272359,7627.687000000011,926
01056042,53.748956959588945,9.601494720823114,608.8550000000002,37
01056043,53.64689240461074,9.852317181563121,4263.695999999998,563
01056044,53.60232403079592,9.828007011324525,2468.774999999992,410
01056045,53.69672522121303,9.556115265680635,847.5850000000002,54
01056046,53.73735537269912,9.73643070101469,369.375,43
01056047,53.68500927155827,9.855662272245125,1196.695,123
01056048,53.70115373371521,9.734640169361043,5968.116000000033,614
01056049,53.68743896454955,9.670559190151756,3015.168999999996,507
01056050,53.59310024192742,9.707163323343774,5574.7890000000225,733
01056051,53.86779722919887,9.67332859917167,2064.0589999999984,101
01057001,54.148597012938225,10.328670067740923,1744.744999999999,233
01057002,54.20493999508195,10.17071696086253,261.655,10
01057003,54.40399285625673,10.315108737419433,613.769,49
01057004,54.33454411109982,10.608161375985139,368.41,41
