tech,yr,bl,avg_cf_gesamt,avg_cf_gesamt_power_weighted,nettonennleistung_gesamt,anzahl_gesamt,act_cf_y,act_cf_y_power_weighted,act_avg_cf_y,act_avg_cf_y_power_weighted,act_energy_y,run_cf_y,run_cf_y_power_weighted,run_avg_cf_y,run_avg_cf_y_power_weighted,run_energy_y
solar,1964,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12929583333333336,0.1280811845637584,,,,,,
solar,1965,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12109916666666667,0.11403234483584951,,,,,,
solar,1966,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.13150277777777777,0.1279702380952381,,,,,,
solar,1967,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.11693055555555555,0.11833673826934794,,,,,,
solar,1968,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.13235833333333333,0.1343963705450734,,,,,,
solar,1969,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.13050277777777777,0.12951306910569108,,,,,,
solar,1970,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.126846875,0.12134442431562,,,,,,
solar,1971,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12324895833333332,0.11398064487787737,,,,,,
solar,1972,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12852708333333335,0.12866085680751171,,,,,,
solar,1973,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12485625,0.125352556022409,,,,,,
solar,1974,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.129628125,0.1298434523809524,,,,,,
solar,1975,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12722916666666664,0.12722916666666664,,,,,,
solar,1976,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12718194444444444,0.13064877450980394,,,,,,
solar,1977,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12513333333333335,0.12960794101731601,,,,,,
solar,1978,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12526805555555554,0.12122526150627616,,,,,,
solar,1979,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12655972222222223,0.12903664409330323,,,,,,
solar,1980,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12738125,0.12738125,,,,,,
solar,1981,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12780833333333333,0.1277389846743295,,,,,,
solar,1982,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12244791666666668,0.11987591973244148,,,,,,
solar,1983,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.13008680555555555,0.13091520290506142,,,,,,
solar,1984,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.13172708333333333,0.1352479166666667,,,,,,
solar,1985,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12530625,0.12282033410138249,,,,,,
solar,1986,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.1328375,0.13253634131368935,,,,,,
solar,1987,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12947291666666666,0.12813273809523812,,,,,,
solar,1988,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.11881666666666668,0.11881666666666668,,,,,,
solar,1989,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.1280732142857143,0.12681406830855016,,,,,,
solar,1990,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.13049375,0.13235334185659442,,,,,,
solar,1991,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12761517857142857,0.12882435531600084,,,,,,
solar,1992,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.13108016975308642,0.13180429086939097,,,,,,
solar,1993,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12808566176470593,0.1283732235725929,,,,,,
solar,1994,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12943011695906434,0.12971444155967815,,,,,,
solar,1995,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12667891156462585,0.12592712616292262,,,,,,
solar,1996,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.1275003436426117,0.12761702782278944,,,,,,
solar,1997,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.1274601287262873,0.1300275567410775,,,,,,
solar,1998,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12791400375939846,0.1250003355677218,,,,,,
solar,1999,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.1280018018018018,0.12939829641445827,,,,,,
solar,2000,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12337799295774636,0.12407416290924772,0.12864953051643196,0.12927716862636757,7659812.0,0.12210875936177136,0.1251312420723878,0.12744684865588474,0.13066579440797574,400675147.0
solar,2001,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12323607123387166,0.12347818716103635,0.12873105503058874,0.1290027652688307,24113463.0,0.1224037578146237,0.12486902183482207,0.12792707342348603,0.13056994951796996,423122086.0
solar,2002,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12325651344650011,0.1239989925237413,0.12921198025939318,0.12987387985441987,27645351.0,0.12219330627787019,0.12447438041225752,0.12826460368756018,0.13052697952198727,449543019.0
solar,2003,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.141350864113859,0.14175459001735827,0.12936887072178874,0.1298123267181096,43403086.0,0.14045887243339727,0.14245297866554277,0.12851661962027716,0.1304711244881915,558069779.0
solar,2004,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.1293702079820133,0.13013217625897977,0.1291090754012869,0.12981926914915137,123908683.0,0.12893995620637877,0.13069288208611013,0.128689710437478,0.1303439490802353,637843559.0
solar,2005,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12857399056786548,0.12960741677134285,0.12882825440920098,0.12981755219631427,194912410.0,0.1284660892469238,0.13007990457345145,0.12873099361377488,0.13021978223451947,828750154.0
solar,2006,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.13010139827700398,0.13097701533079117,0.12865841368456035,0.12950612738582737,199217550.0,0.13021631993085825,0.13172409452883535,0.12871473993571886,0.1300823063732515,1039558848.0
solar,2007,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12702590993551252,0.12800992338415673,0.12857118788027883,0.1295070275236919,261933720.0,0.1271268164732592,0.12842173929965167,0.12868391789326306,0.12996365382041783,1276179113.0
solar,2008,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.1262385430968752,0.12732887255629255,0.12862781162598436,0.12961439644373815,399883860.0,0.12619181397098894,0.12751481648453636,0.1286708680875999,0.1298803543575463,1671069360.0
solar,2009,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12674456137248108,0.12802466257161574,0.12869426929803732,0.12989208019011292,647956767.0,0.12670281226594926,0.12793665204856247,0.12867632265135087,0.12988362764904046,2319540420.0
solar,2010,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12241735006663892,0.12368420758762573,0.12847117521842105,0.12965829230125342,1025179232.0,0.12252153442484844,0.12376476781149477,0.12862791889693306,0.1298129575373255,3269767188.0
solar,2011,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.13369533680040063,0.1350504382812204,0.12795601091711972,0.12934687188374921,970641716.0,0.1343310800687489,0.1354732565134215,0.12851044330609288,0.12971328445238348,4552711282.0
solar,2012,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12886650375939762,0.13052774835708766,0.12731006970551292,0.1289912340515371,626242737.0,0.1299146013403682,0.13111560614914458,0.1283864523552464,0.12962329485248753,5047429904.0
solar,2013,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.11966277873998653,0.121360319606814,0.12684016562026515,0.12850966793189733,342161316.0,0.12106123515923067,0.12235780163941108,0.12828292772139377,0.1295452441357227,5039955033.0
solar,2014,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12571500042041475,0.12788787080343814,0.12703761666526603,0.12914414705577923,252799524.0,0.12683831784788188,0.12808427563993882,0.12823147618137337,0.1295266568067001,5528179418.0
solar,2015,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.1270678030303028,0.128921378318022,0.12681798946496192,0.1285990964885866,166820650.0,0.12854888089538172,0.12987775443935623,0.1281911825593065,0.12949965589711865,5773458820.0
solar,2016,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12396058628547793,0.1253653788939586,0.12685741747807489,0.12827753722443494,141539998.0,0.12523770363228381,0.12656743136954934,0.12814912942598342,0.12946948306350722,5784637503.0
solar,2017,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12780699380502136,0.12982531345663503,0.12700075127703628,0.1290808364731818,209350374.0,0.12887939278353472,0.13012916442636077,0.12810485973213015,0.12945632285607717,6141191687.0
solar,2018,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.13296358646564232,0.13481347885979003,0.12694998291993906,0.12888604153606115,326637854.0,0.13421045247672989,0.13558409922152054,0.12805504836548137,0.12942853877661414,6726988913.0
solar,2019,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12911034264577192,0.13056474014269182,0.12674674855608584,0.128227536615221,463494832.0,0.1303968959824077,0.131724660684716,0.12797912592306585,0.12934826935073823,7000888547.0
solar,2020,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12974950827683324,0.13133253179649712,0.12724251051147142,0.12898179912323404,647841081.0,0.13043029452324928,0.13170990445949363,0.1279165429117684,0.12931713735099037,7668089222.0
solar,2021,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12706875599293194,0.12863396973276675,0.12705452329884553,0.12856235815256978,636198904.0,0.12788449814633318,0.1293542699694417,0.12783564604190192,0.1292579676722588,8147793789.0
solar,2022,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.13393618859836662,0.13591775522571273,0.12654781068723894,0.12847329773002772,862977955.0,0.1351201119435505,0.13661078193692555,0.12768038150225078,0.12918699797570563,9469631627.0
solar,2023,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,0.12624139609747273,0.12778651720087983,0.12614699803972382,0.1277996843180907,1978168671.0,0.12732986098284932,0.1288759971330752,0.12731374445754842,0.12893401283606015,10924798791.0
solar,2024,Baden-Württemberg,0.12732289915947814,0.1289226997901804,10653830.644996747,716504,,,0.12738553673973696,0.1288054030173296,,,,,,
solar,-1,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1265565178126553,0.13003237153484992,,,,,,
solar,1907,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12792500000000004,0.12792500000000004,,,,,,
solar,1909,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13229305555555557,0.13269548239558165,,,,,,
solar,1913,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12336666666666667,0.12534538341158058,,,,,,
solar,1914,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12223333333333333,0.12404015151515152,,,,,,
solar,1915,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13059861111111112,0.130684621634169,,,,,,
solar,1916,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12537291666666667,0.1232172725024728,,,,,,
solar,1917,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12401666666666666,0.12322928344265553,,,,,,
solar,1918,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13056666666666666,0.13056666666666666,,,,,,
solar,1920,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12772916666666667,0.12772916666666667,,,,,,
solar,1921,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12607083333333333,0.12607083333333333,,,,,,
solar,1922,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.11377083333333333,0.11377083333333335,,,,,,
solar,1923,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12940238095238096,0.12997842077005678,,,,,,
solar,1924,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12366944444444444,0.11533170695314833,,,,,,
solar,1936,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13030625,0.1297107142857143,,,,,,
solar,1938,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1272,0.1272,,,,,,
solar,1939,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1254833333333333,0.1254833333333333,,,,,,
solar,1940,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.11376249999999999,0.11376249999999999,,,,,,
solar,1944,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13214583333333332,0.13277083333333334,,,,,,
solar,1946,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1120125,0.11201250000000001,,,,,,
solar,1947,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12250694444444443,0.13218956743002544,,,,,,
solar,1948,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1281861111111111,0.1270448489351164,,,,,,
solar,1949,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1126875,0.10349715122470715,,,,,,
solar,1950,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12455833333333333,0.12455833333333333,,,,,,
solar,1951,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.130125,0.1293770104895105,,,,,,
solar,1952,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12322916666666667,0.12342708333333334,,,,,,
solar,1953,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.10987083333333332,0.10987083333333332,,,,,,
solar,1954,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.133575,0.13400059762621197,,,,,,
solar,1955,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13434583333333333,0.1352208660597406,,,,,,
solar,1957,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12421249999999999,0.12421249999999998,,,,,,
solar,1958,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13126333333333332,0.1299628644602049,,,,,,
solar,1959,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12693854166666668,0.12578535628019322,,,,,,
solar,1960,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12944930555555553,0.12992980091613812,,,,,,
solar,1961,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1286375,0.131211744913928,,,,,,
solar,1962,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1289361111111111,0.13046439433212373,,,,,,
solar,1963,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12265520833333333,0.12852758840326942,,,,,,
solar,1964,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13355416666666667,0.13371277508090615,,,,,,
solar,1965,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12756597222222224,0.12915096797446196,,,,,,
solar,1966,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1265072916666667,0.12528827141697116,,,,,,
solar,1967,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13227559523809523,0.1319981097214326,,,,,,
solar,1968,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12662916666666668,0.128357264957265,,,,,,
solar,1969,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12496590909090909,0.12198689811320754,,,,,,
solar,1970,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12595520833333332,0.12380873434248242,,,,,,
solar,1971,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12739583333333332,0.12841011904761904,,,,,,
solar,1972,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13578750000000003,0.13578750000000003,,,,,,
solar,1973,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12169583333333334,0.10963004932502599,,,,,,
solar,1974,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12606249999999997,0.11941353220478944,,,,,,
solar,1975,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1258638888888889,0.11918345015576323,,,,,,
solar,1976,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.102275,0.102275,,,,,,
solar,1977,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12156770833333333,0.12645136165577342,,,,,,
solar,1978,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1327222222222222,0.13427942418623814,,,,,,
solar,1979,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13069583333333332,0.12943751640419945,,,,,,
solar,1980,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13120138888888888,0.13130615194303644,,,,,,
solar,1981,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12687222222222225,0.13390508199847445,,,,,,
solar,1982,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13303645833333333,0.13293313930544592,,,,,,
solar,1983,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12186458333333333,0.12122695035460994,,,,,,
solar,1984,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12678958333333334,0.12684386315228965,,,,,,
solar,1985,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12990583333333333,0.12992571189279734,,,,,,
solar,1986,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12930416666666666,0.12705416666666666,,,,,,
solar,1987,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.13213333333333332,0.13213333333333332,,,,,,
solar,1988,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.11755729166666665,0.11924649288572697,,,,,,
solar,1990,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12967727272727272,0.12984849840477183,,,,,,
solar,1991,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12583766666666668,0.1262454750725327,,,,,,
solar,1992,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12603075,0.1267335902370454,,,,,,
solar,1993,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.127495,0.1288571866539258,,,,,,
solar,1994,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.1274196875,0.1302103164540163,,,,,,
solar,1995,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12824141666666666,0.127715768438185,,,,,,
solar,1996,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12823878504672903,0.12890520190103563,,,,,,
solar,1997,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12623134002057615,0.1299927627415718,,,,,,
solar,1998,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12630904069767435,0.1255505150407869,,,,,,
solar,1999,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,,,0.12671441641938683,0.1270356764014884,,,,,,
solar,2000,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,0.12444279989313385,0.12513209840868464,0.12818177264226543,0.12878751761753846,14800490.0,0.12305171965317929,0.12572540854647005,0.1270359971098268,0.1300066282933597,1429548813.0
solar,2001,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,0.12260570314404091,0.12313980755281889,0.12858540701925336,0.12917132408882626,38144716.0,0.12158323882966786,0.12351235843891689,0.12761282981779676,0.12998442085613243,1438844140.0
solar,2002,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,0.12418337320574113,0.12500971038180206,0.12920930854598522,0.13016205764906014,50188827.0,0.12291915857824275,0.12426517808564748,0.12801906289808057,0.12999033902986015,1497412244.0
solar,2003,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,0.14114009849959852,0.14152506489867372,0.12966678692780426,0.13003175775474388,79992716.0,0.13980115926892947,0.14159782527915607,0.12839468374673782,0.12999219464008704,1786439913.0
solar,2004,Bayern,0.12676968587163204,0.12866386006484823,23385600.817980863,1064954,0.12919878494517448,0.13000607955045093,0.12889821466791745,0.12968339795889522,313039340.0,0.1289107317323192,0.12998820144690354,0.12856881156127908,0.1299428169066185,1957426464.0
