tech,ags,ags_lat,ags_lon,avg_cf_gesamt,avg_cf_gesamt_power_weighted,nettonennleistung_gesamt,anzahl_gesamt
wind,05512000,51.57187852539615,6.919264524986711,0.30071909722222223,0.3260910782901057,20820.0,12
wind,05513000,51.55403732145303,7.071312752693392,0.2442375,0.24423750000000002,4600.0,2
wind,05515000,51.9542804590757,7.62279150286017,0.2944748226950353,0.31115326145780486,98550.0,47
wind,05554004,52.09869410434476,6.9621244346467765,0.25783569444444443,0.34657101067477974,63667.2,30
wind,05554008,51.8535045633445,6.600935459629101,0.2370803819444445,0.2465116792239146,41529.8,24
wind,05554012,51.85261083982994,6.830829188277884,0.2346918650793651,0.315650132377337,41673.8,21
wind,05554016,51.94650957344358,7.02231797152737,0.29108583333333327,0.320176402756003,121190.0,45
wind,05554020,52.19070499202969,7.0352225459897495,0.2950787280701755,0.3256466034350166,39010.0,19
wind,05554024,52.129151883666005,7.093497359365489,0.3005987068965516,0.31531773592715223,60400.0,29
wind,05554028,51.824895833959026,6.955541527736683,0.3114505341880343,0.332692967485906,97855.0,39
wind,05554032,51.835397703802315,6.455774511390032,0.2337895833333333,0.2311458333333333,6500.0,4
wind,05554036,52.046219364017986,7.099809217726472,0.2974547101449275,0.3250032954168739,40220.0,23
wind,05554040,51.76584725601665,6.833315243030604,0.28743888888888897,0.3281379107981222,7100.0,3
wind,05554044,51.82314006229277,7.065541044345377,0.2855348484848485,0.33293230670878465,22160.0,11
wind,05554048,51.83078211196755,6.707033386681755,0.22768452380952384,0.27713797178738475,6164.5,7
wind,05554052,52.08462745141746,7.198555790654279,0.31132232905982893,0.3336955102680783,114270.0,39
wind,05554056,52.00207307483316,6.936043692404282,0.3415977564102563,0.34866432443365697,103000.0,26
wind,05554060,51.946078114958794,6.846650405440673,0.30370583333333334,0.3387291726878611,69200.0,20
wind,05554064,51.8970499579958,6.953744288684994,0.28176369047619054,0.3380108841885388,21000.8,7
wind,05554068,52.06236994050844,6.810141792836839,0.3322546474358975,0.3572673980128418,60220.0,26
wind,05558004,51.773403694069216,7.6397962802307955,0.3200404166666667,0.3300934283625731,57000.0,10
wind,05558008,51.98923462574115,7.314288209842104,0.2935746794871795,0.31838021821120693,92800.0,39
wind,05558012,51.91708215208054,7.152904516030668,0.29934735576923066,0.3195374056309799,141201.0,52
wind,05558016,51.84694951918218,7.289102037627522,0.30595000000000006,0.3286928598107569,40160.0,15
wind,05558020,51.97429483945663,7.442493698473699,0.31162500000000004,0.31162500000000004,13500.0,3
wind,05558024,51.774337078489644,7.414893998129433,0.31592638888888885,0.33629252873563215,34800.0,9
wind,05558028,51.730358390957775,7.554325548598232,0.31545,0.3150560606060606,9900.0,2
wind,05558032,51.92150061029768,7.361764986140393,0.23862916666666667,0.23987083333333337,1100.0,2
wind,05558040,52.01387483240478,7.194118371204377,0.2991362500000001,0.3299048732943469,68400.0,20
wind,05558044,51.86028684951776,7.500830861511301,0.32500625,0.32500625,22240.0,4
wind,05562004,51.57052550484302,7.314196916355776,0.2931192708333333,0.32172813421828905,11300.0,8
wind,05562008,51.66640200369701,7.321565674080178,0.29001342592592594,0.32617047258297266,23100.0,9
wind,05562012,51.712979512016794,6.9900310141445425,0.33203042635658914,0.34841195078598874,159311.0,43
wind,05562014,51.57233067921584,6.977776180308103,0.2823802083333333,0.2853033534954532,8101.0,4
wind,05562016,51.752559793096516,7.186115934413934,0.3217851190476191,0.34524903085161,28050.4,7
wind,05562020,51.59800162748328,7.1291930775209265,0.27380166666666667,0.2922932644110276,6650.0,5
wind,05562024,51.66743104747732,7.1105449117510915,0.3473226851851853,0.3472049668790453,32960.0,9
wind,05562028,51.661227176339644,7.238791153860808,0.24867916666666665,0.3045852024922118,4280.0,3
wind,05562032,51.60583523094252,7.212573130292147,0.25302708333333335,0.25423385416666666,1600.0,2
wind,05562036,51.623207561370045,7.398924307516583,0.2977125,0.2977125,500.0,1
wind,05566004,52.03851573750431,7.477665201455226,0.26953611111111103,0.2716047031473534,23300.0,21
wind,05566008,52.17299454316209,7.521926800645735,0.34922456140350877,0.375252888594532,38502.0,19
wind,05566012,52.094860678196774,7.633161072274542,0.25501041666666674,0.2749238489871087,18100.0,14
wind,05566016,52.28964796343726,7.585232085614921,0.32198731884057985,0.35096709456853853,67422.0,23
wind,05566020,52.40500597281049,7.626654088280211,0.30831071428571427,0.3326119817578773,40200.0,14
wind,05566024,52.099662870698424,7.2973609807970465,0.3421645833333333,0.35175161995177817,27650.0,6
wind,05566028,52.27828047893649,7.707330822566831,0.22395694444444444,0.26070502645502647,4410.0,6
wind,05566032,52.13132240400058,7.7629668855891145,0.26882083333333334,0.2656731742977107,10003.0,6
wind,05566036,52.05904992333037,7.365650676630923,0.3069138888888887,0.32457533361726293,58700.0,18
wind,05566040,52.17289330928489,7.832440636228993,0.28376250000000003,0.28376250000000003,2000.0,1
wind,05566044,52.132236636083675,7.932569995581253,0.31702499999999995,0.31702499999999995,2300.0,1
wind,05566048,52.29988535354888,7.929933641639028,0.26864166666666667,0.2711619047619047,1400.0,2
wind,05566052,52.147899173524166,7.2081664103160366,0.30366344086021496,0.32924837468872287,74960.0,31
wind,05566056,52.32537634194515,7.77975509184686,0.29980208333333336,0.33955264227642273,6150.0,4
wind,05566060,52.23692071270845,7.375452700811144,0.2907367424242424,0.32095827131258464,29560.0,11
wind,05566064,52.09963026411553,7.48474566854962,0.31901421130952373,0.34381345375190603,126780.0,56
wind,05566068,52.21336708417293,7.183080766231065,0.28841908602150534,0.3240636609520639,60080.0,31
wind,05566072,52.36303198563664,7.70736590066723,0.2994680555555555,0.30382367812625655,8290.0,3
wind,05566076,52.2636364321698,7.474677697329724,0.3290762499999999,0.3713512337598045,45450.5,20
wind,05566080,52.17988938662949,7.637279667237989,0.3355949999999999,0.35366812965496264,65790.0,25
wind,05566084,52.14479889137565,7.369121458923694,0.31114142156862745,0.3530222964965558,67505.0,17
wind,05566088,52.223424111727816,7.8034740038015205,0.15222083333333336,0.15222083333333336,80.0,1
wind,05566092,52.31916593096217,7.862657482395107,0.026333333333333334,0.02633333333333333,5.0,1
wind,05566096,52.231242819322205,7.294995165765464,0.32156798245614054,0.33662466499162486,39800.0,19
wind,05570004,51.76819412383432,7.8973516540347015,0.28205982142857133,0.29668282994417855,83600.0,28
wind,05570008,51.760615259326954,8.046300496616622,0.28579310344827585,0.31011940357072804,84950.0,29
wind,05570012,51.92373947464716,8.120366910749453,0.26996875,0.3192853260869564,9200.0,4
wind,05570016,51.801438254635386,7.726616220911306,0.2954572916666667,0.31458515100671136,29800.0,8
wind,05570020,51.85872604992614,8.025375607267524,0.2861178030303029,0.3154953446013215,73660.0,22
wind,05570024,51.91890070519988,7.841911982297457,0.28670122549019617,0.30798154536862,52900.0,17
wind,05570028,51.81788762936459,8.166786468933818,0.26826927083333335,0.31302313311688307,30800.0,16
wind,05570032,52.05487619825724,7.831668383008319,0.296507532051282,0.3214640464319103,64180.0,26
wind,05570036,52.01136748441361,8.046305670246907,0.27645,0.29913784214251987,84760.0,33
wind,05570040,51.85390725496968,7.789906917450234,0.30866018518518523,0.3172847446820843,23004.0,9
wind,05570044,51.9938254384368,7.787595022492708,0.24750160256410256,0.26775304276315787,15200.0,13
wind,05570048,51.7231496922914,8.226763481814203,0.2770681818181818,0.3227999848208864,19215.0,11
wind,05570052,51.94720178700074,7.957854440509784,0.24881319444444439,0.28195089290616604,60710.0,24
wind,05711000,52.0107386165214,8.540777896303037,0.2972720238095238,0.3108859477124184,15300.0,7
wind,05754004,52.09405500570032,8.286169837108927,0.24440416666666667,0.24832720588235294,5100.0,3
wind,05754008,51.91737512941647,8.392577837134427,0.31603425925925926,0.33416450520506713,15946.0,9
wind,05754012,52.042507344058016,8.331680694646677,0.25791875000000003,0.2840948326055313,4580.0,4
wind,05754016,51.97025705492829,8.214329188607177,0.2922229166666667,0.3155712150127227,15720.0,4
wind,05754020,51.899906881652264,8.232162219273013,0.2964791666666667,0.3156035042735043,9750.0,4
wind,05754024,51.768021074852705,8.318650262884656,0.3585430555555556,0.35348681271477667,9700.0,3
wind,05754028,51.838859500010976,8.305782660434913,0.34888697916666667,0.35329343657817114,22600.0,8
wind,05754032,51.801632418172865,8.4218844487401,0.2738379166666666,0.28803461257309937,17100.0,10
wind,05754036,51.88945760131787,8.648561403104814,0.23458749999999998,0.23458749999999998,2000.0,2
wind,05754048,52.03968929903645,8.17214938789891,0.2311208333333333,0.2311208333333333,1200.0,2
wind,05754052,52.08508931665043,8.417721775317805,0.2851527777777778,0.3655756221719457,6630.0,3
wind,05758004,52.206764453909045,8.56397730525803,0.18664444444444447,0.22343669527896998,1165.0,3
wind,05758008,52.13888982706979,8.55423959540862,0.23782499999999995,0.23782499999999995,1000.0,1
wind,05758012,52.114497247361136,8.662995057345917,0.249771875,0.25794666666666666,5000.0,4
wind,05758020,52.22165088974065,8.639989105314559,0.2771083333333334,0.2746383333333334,2500.0,2
wind,05758024,52.19955163857135,8.722087700882177,0.21173541666666662,0.26010478403856196,3509.5,4
wind,05758028,52.23461533530416,8.495632101512793,0.29455572916666667,0.3086726417399804,17050.0,8
wind,05758036,52.147137707590836,8.837310874774822,0.223655,0.2234653409090909,6600.0,5
wind,05762004,51.72153049045942,9.03845887389425,0.24961047979797962,0.2818176641719354,107560.0,66
wind,05762008,51.66691825907043,9.338286696753075,0.2520628787878786,0.2937274884444446,187500.0,77
wind,05762012,51.57654707390609,9.256224359048035,0.218264375,0.25662856442577037,29750.0,20
wind,05762016,51.71007245857046,9.179157754235602,0.26664218749999996,0.2924597351634175,209280.0,56
wind,05762020,51.786024217205565,9.34445379859906,0.21615374999999998,0.27445712703101915,33850.0,20
wind,05762024,51.82420413886668,9.233020544216561,0.28590231481481476,0.30134155003158863,68590.0,18
wind,05762028,51.806779090717626,9.102254703054745,0.3062629166666667,0.3331121985629745,60101.0,10
wind,05762032,51.848813645352706,9.055413790531691,0.29723253968253965,0.32091734026173985,64950.0,21
wind,05762036,51.51371493946109,9.093105706408592,0.2736848325545171,0.308407838944375,431111.3,214
wind,05762040,51.604358597161294,9.093777797565775,0.29048802083333336,0.31313199786324786,39000.0,8
wind,05766008,52.07148054681421,8.760376331580023,0.23945173611111115,0.24470478056426337,15950.0,12
wind,05766012,52.00621092977842,9.127337083793172,0.21512519841269845,0.23510352124597933,34457.5,21
wind,05766020,51.933150541258556,8.881871195892472,0.2535886363636363,0.2537251337920489,21800.0,11
wind,05766024,52.03300096215009,9.032787510306868,0.2823166666666666,0.3101312378167641,34200.0,15
wind,05766028,52.0912454054452,9.097663383925704,0.26133233333333333,0.28707162986499346,49726.0,25
wind,05766032,51.870800428553515,8.968810883435935,0.2772041666666667,0.3239944143534191,14770.0,6
wind,05766036,52.12181382166312,8.95896822067119,0.2620563725490196,0.27373371569243665,39775.0,17
wind,05766040,51.98236455480949,8.777813313882694,0.2715972222222222,0.27192526041666665,4800.0,3
wind,05766044,52.033916029098634,8.902068978589641,0.24820416666666667,0.27952061111111104,7500.0,3
wind,05766052,51.910941750205176,9.265186575541726,0.3088424479166667,0.3182484533436017,77910.0,16
wind,05766060,51.90172847288241,9.168463029187246,0.315153125,0.33825921052631575,11400.0,4
wind,05766064,51.83702454133277,8.829424876671784,0.3145481481481481,0.32590105976829903,31650.0,9
wind,05770004,52.2235942956046,8.798037864444511,0.1659375,0.1659375,160.0,2
wind,05770008,52.37110216243771,8.625306673378052,0.23095151515151516,0.23026399510051518,9899.0,11
wind,05770012,52.33217690734725,8.769607926171716,0.29451249999999995,0.3283939102564102,3900.0,2
wind,05770016,52.2688704649749,8.666557165588097,0.23043854166666672,0.2236664564957736,1451.2,4
wind,05770020,52.30990673353837,8.622622937578237,0.22346875,0.22806861559139785,3100.0,4
wind,05770024,52.3007460642412,8.898190204392115,0.24847291666666665,0.25615014656616414,9950.0,8
wind,05770028,52.40012403356536,8.996242894983373,0.21788428030303028,0.28094543756016893,19874.6,22
wind,05770032,52.22346691940492,8.951703642150616,0.2571428571428571,0.3123924242424242,11550.0,7
wind,05770036,52.309934154716075,8.50636525641266,0.22617604166666666,0.3240185493724314,15005.0,4
wind,05770040,52.45665876396024,8.626076559385904,0.26532500000000003,0.3059916666666667,7500.0,5
wind,05770044,52.42782785242448,8.454033036071696,0.25998173076923065,0.30203304873668774,53365.0,26
wind,05774004,51.73931392314137,8.937512159364307,0.24061180555555556,0.2708398608072124,77237.0,36
wind,05774008,51.78705964997257,8.823928841638859,0.31290462962962956,0.339631859131859,40700.0,9
